filename,Mislabeled,Low Quality,Contains also,Can be,label
500515948.jpg,0,,Note,Note,Report
500610469_500610475.jpg,0,,,,Report
500649033_500649045.jpg,0,,,,Report
500735305.jpg,0,,,,Report
500877285_500877288.jpg,0,,,"Scientific, Memo",Report
500929359.jpg,0,,,,Report
500985711.jpg,0,,,Scientific,Report
501115325+-5327.jpg,0,,,,Report
501263595_501263601.jpg,0,,,,Report
501557447_501557455.jpg,0,,,Scientific,Report
501326452_501326456.jpg,0,,,Memo,Report
501620093_501620119.jpg,0,,,Scientific,Report
501656496.jpg,0,,,,Report
501713950_501713953.jpg,0,,,,Report
501866197+-6204.jpg,0,,,Memo,Report
502071859_502071866.jpg,0,,,Memo,Report
502339200+-9201.jpg,0,,,,Report
502417535.jpg,0,,,,Report
502790213_502790214.jpg,0,,,Scientific,Report
502798863_502798869.jpg,0,,,,Report
502813081.jpg,0,,,Scientific,Report
502829678_502829693.jpg,0,,,,Report
502853056+-3063.jpg,0,,,Scientific,Report
502980775_502980776.jpg,0,,,Scientific,Report
503026367_503026370.jpg,0,,,Memo,Report
503117428_503117430.jpg,0,,,,Report
503165138.jpg,0,,,,Report
503276148_503276153.jpg,0,,,Memo,Report
503428622.jpg,0,,,Memo,Report
503445062_503445063.jpg,0,,,,Report
503478032+-8034.jpg,0,,,Memo,Report
503565734+-5736.jpg,0,,,Scientific,Report
503646128+-6129.jpg,0,,,,Report
503958547_503958548.jpg,0,,,,Report
503983498.jpg,0,,,,Report
503999149+-9150.jpg,0,,,,Report
504164620_504164624.jpg,0,,,Memo,Report
504168509_504168510.jpg,0,,,,Report
504221495_504221497.jpg,0,,,Scientific,Report
504239537+-9540.jpg,0,,,Scientific,Report
504310925.jpg,0,,,Memo,Report
504330344_504330348.jpg,0,,,,Report
504641839_504641846.jpg,0,,Note,Scientific,Report
504805602_504805609.jpg,0,,,,Report
504783010_504783011.jpg,0,,,Memo,Report
504841352.jpg,0,,,,Report
504855605+-5605.jpg,0,,Note,,Report
504988903+-8904.jpg,0,,,,Report
505016658_505016663.jpg,0,,,,Report
505026775.jpg,1,,,,Report
505127415_505127418.jpg,0,,,,Report
505136134_505136135.jpg,1,,,,Report
505228919.jpg,0,,,,Report
505375034_505375035.jpg,0,,,,Report
505515167_505515171.jpg,0,,,,Report
505683667+-3670.jpg,0,,,,Report
505706456+-6459.jpg,0,,,,Report
505731955+-1955.jpg,1,,,,Report
505798058.jpg,0,,Note,,Report
505830872+-0875.jpg,1,,,,Report
505835991_505835992.jpg,0,,Note,,Report
505856025_505856027.jpg,0,,Note,,Report
505869261_505869265.jpg,0,,,Scientific,Report
505938120+-8126.jpg,0,,,,Report
505939350.jpg,0,,Note,,Report
505968942.jpg,0,,,,Report
505983529_505983530.jpg,0,,,,Report
506023805_506023808.jpg,0,,,,Report
506030259.jpg,0,,,,Report
506040089_506040092.jpg,0,,,,Report
506131656_506131659.jpg,1,,Note,,Report
506135672_506135674.jpg,0,,,Note,Report
506153379_506153380.jpg,0,,,,Report
506173089.jpg,0,,Note,Scientific,Report
506176307_506176326.jpg,0,,,Scientific,Report
506189288_506189298.jpg,0,,,Scientific,Report
506233399+-3399.jpg,0,,,,Report
506238235_506238236.jpg,0,,,,Report
506247497_506247498.jpg,0,,,Memo,Report
506252257_506252258.jpg,0,,Note,,Report
506296226+-6227.jpg,0,,,Scientific,Report
506297104_506297105.jpg,0,,,,Report
506316706_506316722.jpg,0,,,,Report
506348523_506348524.jpg,0,,,Scientific,Report
506521794_506521796.jpg,0,,,,Report
506583220_506583221.jpg,0,,,,Report
506631896.jpg,0,,,,Report
506650717+-0718.jpg,0,,,,Report
506767138_506767143.jpg,0,,Note,,Report
506812605.jpg,0,,,Scientific,Report
506875666_506875672.jpg,0,,,,Report
506888300_506888301.jpg,0,,,,Report
506934156_506934157.jpg,1,,Note,,Report
506992129.jpg,0,,,,Report
507017446+-7455.jpg,0,,,Scientific,Report
507061337+-1350.jpg,0,,,,Report
507181418_507181422.jpg,0,,,,Report
507240573_507240574.jpg,0,,,,Report
507320874+-0882.jpg,0,,Note,,Report
507367473e_507367473f.jpg,0,,,,Report
507523129+-3129.jpg,0,,,,Report
507676370+-6377.jpg,0,,,,Report
507692234+-2243.jpg,1,,Note,,Report
507745286_507745288.jpg,1,,,,Report
507767713_507767722.jpg,0,,,,Report
507778811_507778812.jpg,0,,,,Report
507783114+-3116.jpg,0,,,Scientific,Report
507786984_507786991.jpg,0,,,,Report
507828129_507828145.jpg,0,,Note,,Report
507838537_507838544.jpg,0,,,,Report
507896104_507896105.jpg,0,,,Scientific,Report
507963083_507963090.jpg,0,,,Scientific,Report
507975870_507975893.jpg,0,,Note,Scientific,Report
507995082_507995083.jpg,0,,,,Report
508032020_508032021.jpg,0,,,,Report
508270873_508270880.jpg,0,,,,Report
508301539.jpg,0,,,,Report
508536414+-6418.jpg,0,,,,Report
508599869_508599898.jpg,0,,,,Report
508757575_508757594.jpg,0,,,Scientific,Report
509227491+-7492.jpg,1,,,,Report
509468162_509468163.jpg,0,,,,Report
509611113_509611115.jpg,0,,,,Report
509808805+-8811.jpg,0,,Note,,Report
509823077.jpg,0,,,Scientific,Report
509847620_509847621.jpg,0,,,Scientific,Report
510809052_510809074.jpg,0,,,,Report
510832749.jpg,1,,,,Report
510907182_510907183.jpg,0,,,Letter,Report
511052379_511052380.jpg,0,,,,Report
511085054_511085060.jpg,0,,,,Report
511188446+-8449.jpg,0,,Note,,Report
511408565+-8565.jpg,0,,,,Report
511421807.jpg,0,,Note,,Report
511440042_511440053.jpg,0,,,Scientific,Report
511988428_511988437.jpg,1,,,,Report
512481148_512481149.jpg,0,,,Note,Report
512377084_512377092.jpg,0,,,,Report
512687521+-7522.jpg,0,,,,Report
512697956_512697958.jpg,0,,,,Report
512974158_512974160.jpg,0,,,,Report
513103226+-3228.jpg,0,,,,Report
513206103+-6103.jpg,1,,,,Report
513904111+-4118.jpg,0,,,"Article,",Report
513966426+-6429.jpg,0,,,,Report
514120277.jpg,0,,,,Report
514217348+-7349.jpg,0,,Note,,Report
514725860_514725861.jpg,0,,,Forme,Report
515242497_515242498.jpg,0,,,,Report
514948201+-8201.jpg,1,,,,Report
515245506+-5506.jpg,0,,,,Report
515321531+-1533.jpg,0,,,,Report
515395510_515395524.jpg,0,,,,Report
515575465+-5466.jpg,1,,,,Report
515610282+-0283.jpg,0,,,,Report
515867026_515867029.jpg,0,,,,Report
516052362+-2363.jpg,0,,,,Report
516516589+-6590.jpg,0,,,,Report
516597850+-7850.jpg,0,,,,Report
517133786.jpg,0,,,Note,Report
517155795+-5795.jpg,0,,,,Report
517285472+-5474.jpg,0,,,,Report
517574050+-4065.jpg,0,,,,Report
517992376+-2378.jpg,0,,Form,,Report
518027091_518027095.jpg,1,,,,Report
518039321.jpg,1,,,,Report
518308532+-8533.jpg,1,,,,Report
519046949+-6954.jpg,0,,Note,,Report
518405084+-5085.jpg,1,,,,Report
519363746+-3756.jpg,0,,,,Report
519626567+-6574.jpg,0,,,,Report
519792044+-2049.jpg,1,,,,Report
520516240+-6257.jpg,1,,,,Report
520843662+-3668.jpg,1,,,,Report
521513467+-3500.jpg,1,,,,Report
522040863+-0863.jpg,0,,,,Report
522528735+-8736.jpg,1,,,,Report
522629373+-9373.jpg,1,,,,Report
522843979+-3982.jpg,0,,,,Report
522868227+-8227.jpg,1,,,,Report
522929206+-9206.jpg,0,,,,Report
523365592+-5592.jpg,1,,,,Report
524257370+-7371.jpg,0,,,,Report
524363056+-3063.jpg,0,,,,Report
524485243+-5245.jpg,0,,,,Report
524518395+-8418.jpg,0,,,Scientific,Report
525291085+-1088.jpg,0,,Note,,Report
525672323+-2324.jpg,0,,,,Report
tcal0230966.jpg,0,,,,Report
ti02550955_0958.jpg,0,,,,Report
ti06071122_1124.jpg,0,,,,Report
ti09910500_0513.jpg,0,,,,Report
ti10310980_0982.jpg,0,,,,Report
ti10691080_1083.jpg,0,,,,Report
ti11512619_2624.jpg,0,,,,Report
ti12030045.jpg,0,,Note,Memo,Report
ti12911987_1989.jpg,0,,,,Report
ti13540621_0622.jpg,0,,,Article,Report
ti13910019_0020.jpg,1,,,,Report
ti16740794_0797.jpg,0,,,,Report
ti30749189_9190.jpg,0,,Note,,Report
tim00403.90_tim00403.91.jpg,0,,,,Report
tim00404.83_tim00404.84.jpg,0,,,,Report
tim00629.17_tim00629.20.jpg,0,,,,Report
tim01047.91.jpg,0,,,,Report
titx1316.19_titx1316.21.jpg,0,,,Scientific,Report
tnwl0000110_0112.jpg,0,,,,Report
tnwl0002042_2045.jpg,0,,,,Report
tnwl0053832_3842.jpg,1,,,,Report
tob00112.50_tob00112.58.jpg,0,,,,Report
tob01615.44_tob01615.45.jpg,0,,,,Report
tob06201.15_tob06201.19.jpg,0,,,,Report
tob06632.98_tob06632.99.jpg,1,,,,Report
tob07526.89.jpg,0,,,,Report
tob08110.23_tob08110.30.jpg,0,,,,Report
tob08823.31_tob08823.32.jpg,0,,,,Report
tob09000.76.jpg,0,,,,Report
tob09314.17.jpg,0,,,,Report
tob10829.35.jpg,0,,Note,,Report
tob11819.95_tob11819.96.jpg,0,,,,Report
tob14515.92_tob14516.06.jpg,0,,,,Report
tob15511.67_tob15511.69.jpg,1,,,,Report
tob15907.46.jpg,1,,,,Report
ton01220.33_ton01220.60.jpg,1,,,,Report
ton02204.35_ton02204.37.jpg,1,,,,Report
ton03413.40.jpg,1,,,,Report
00064657.jpg,0,,,,Form
00834658_00834672.jpg,0,,,"Report, Scientific",Form
00843896_00843910.jpg,0,,,"Scientific, Report",Form
01129640.jpg,0,,,,Form
12650441.jpg,0,,,,Form
12812692.jpg,0,,,,Form
71360042.jpg,0,,,Report,Form
71375081.jpg,0,,,,Form
71478650.jpg,0,,,Letter,Form
80023507.jpg,0,,,"Report, Scientific",Form
83477011.jpg,0,,,,Form
83876034.jpg,0,,,,Form
87052570.jpg,1,,,,Form
87116586_6588.jpg,0,,,,Form
87223926_87223927.jpg,1,,,Report,Form
87402332_2333.jpg,0,,,,Form
87452548.jpg,0,,,"Scientific, Report",Form
89113285_89113286.jpg,0,,,"Memo, Report",Form
89338038.jpg,0,,,Report,Form
89405867_89405868.jpg,0,,,,Form
91376724_91376725.jpg,0,,,,Form
91974564.jpg,0,,,Memo,Form
92081249_1250.jpg,0,,,,Form
92662989.jpg,0,,,,Form
93117926_7928.jpg,0,,,,Form
93158159.jpg,0,,,,Form
93495597.jpg,0,,,,Form
94079800.jpg,0,,,Memo,Form
94333601.jpg,0,,,,Form
94408603_94408605.jpg,0,,,Report,Form
94543616.jpg,0,,,,Form
94548296.jpg,0,,,,Form
95857211_7212.jpg,0,,,Memo,Form
95861023_1025.jpg,0,,,Memo,Form
96055461_5464.jpg,0,,,Memo,Form
96334543_4546.jpg,0,,,Memo,Form
96690786.jpg,0,,,,Form
99193395.jpg,0,,,,Form
99201310.jpg,0,,Note,Memo,Form
99488529.jpg,0,,,,Form
501915092.jpg,0,,,,Form
502307556+-7559.jpg,0,,,,Form
502942005+-2005.jpg,0,,,Report,Form
503488470_503488473.jpg,0,,,Report,Form
504146300.jpg,0,,,Report,Form
504428178_504428181.jpg,0,,,Report,Form
505726358_505726359.jpg,0,,,,Form
505852586_505852607.jpg,0,,,,Form
505857485.jpg,0,,,,Form
505977150+-7161.jpg,0,,,,Form
505990902.jpg,0,,,Report,Form
506192666_506192667.jpg,0,,,Report,Form
506342778.jpg,0,,,,Form
506483587_506483588.jpg,0,,,,Form
506787468_506787473.jpg,0,,,,Form
506810079+-0080.jpg,0,,,Report,Form
506990806+-0806.jpg,0,,,Report,Form
507222734.jpg,0,,,Note,Form
507432558.jpg,0,,,,Form
507920731_507920735.jpg,0,,,Report,Form
508010150.jpg,0,,,,Form
508851993+-1993.jpg,0,,,,Form
508871780+-1783.jpg,0,,,,Form
509322176+-2176.jpg,0,,,,Form
510934211+-4215.jpg,0,,,,Form
510987530.jpg,0,,Note,Scientific,Form
511107734.jpg,0,,,,Form
512982316.jpg,0,,Note,,Form
512983569.jpg,0,,Note,,Form
513169059_513169060.jpg,0,,,Note,Form
513839179.jpg,0,,,,Form
514182141+-2141.jpg,0,,,,Form
514222260+-2260.jpg,0,,,,Form
514343422.jpg,0,,,,Form
514936770+-6770.jpg,0,,,,Form
515476087_515476089.jpg,0,,,,Form
515540185.jpg,0,,,,Form
516742597+-2599.jpg,0,,Note,Memo,Form
516742904+-2904.jpg,0,,,Memo,Form
517171219_517171220.jpg,0,,,Memo,Form
518095301.jpg,0,,Letter,,Form
518491302+-1309.jpg,1,,,,Form
518622137+-2139.jpg,0,,,,Form
518623059+-3062.jpg,1,,,Letter,Form
518643444.jpg,0,,,,Form
520078025+-8027.jpg,0,,Note,,Form
520754836+-4838.jpg,0,,Note,,Form
520940677+-0677.jpg,0,,,,Form
521068371+-8371.jpg,0,,,Scientific,Form
521702221+-2222.jpg,0,,Note,,Form
522038543+-8543.jpg,0,,,,Form
522249803+-9804.jpg,0,,,,Form
522409061+-9064.jpg,0,,,Report,Form
522502497+-2499.jpg,0,,,"Memo, Letter",Form
522505387+-5389.jpg,0,,,Report,Form
522691957+-1957.jpg,0,,,Memoe,Form
523090481+-0483.jpg,1,,,,Form
523385048+-5048.jpg,1,,,,Form
523649974+-9974.jpg,0,,,,Form
524002607+-2607.jpg,0,,,,Form
524303800+-3805.jpg,0,,,,Form
1002402133.jpg,0,,,,Form
1003102483.jpg,0,,,,Form
2001113061.jpg,0,,,Scientific,Form
2001242496.jpg,0,,,,Form
2020056497.jpg,0,,Note,Memo,Form
2020129373.jpg,0,,,Report,Form
2020350100.jpg,0,,,,Form
2021653490.jpg,0,,,,Form
2022819044.jpg,1,,,,Form
2022909012.jpg,0,,Report,Memo,Form
2022909404.jpg,0,,Report,Memo,Form
2022954637.jpg,0,,,"Scientific, Report",Form
2023130835.jpg,0,,Note,"Memo, Note",Form
2023182617.jpg,0,,,,Form
2023182659_2023182662.jpg,0,,,Report,Form
2023263057.jpg,0,,,,Form
2023636688.jpg,0,,,,Form
2023995006.jpg,0,,Note,,Form
2024027426_7427.jpg,0,,,"Scientific, Report",Form
2024128642.jpg,0,,,Report,Form
2024473886.jpg,0,,,,Form
2024494158-a.jpg,0,,Note,,Form
2024959488.jpg,0,,,e,Form
2025040448.jpg,1,,,,Form
2025441799.jpg,0,,Note,,Form
2025558567.jpg,0,,,,Form
2025827751.jpg,0,,Note,Memo,Form
2026002985.jpg,0,,,Memo,Form
2026345124.jpg,0,,,Letter,Form
2026379208.jpg,0,,,,Form
2026416550.jpg,1,,Report,,Form
2028445341.jpg,0,,Note,,Form
2028581990.jpg,0,,,Report,Form
2028675690.jpg,0,,Note,Memo,Form
2028676247.jpg,0,,,Report,Form
2028677197.jpg,0,,,,Form
2028696931.jpg,0,,,Memo,Form
2028706067.jpg,0,,,Memo,Form
2028706323.jpg,0,,,Memo,Form
2028723868.jpg,1,,,,Form
2028725289.jpg,1,,,,Form
2028831254.jpg,1,,,,Form
2028832264.jpg,0,,,,Form
2028834778_2028834779.jpg,0,,Note,,Form
2028847540.jpg,0,,,,Form
2028874609.jpg,1,,,,Form
2028876937.jpg,1,,,,Form
2028877028.jpg,1,,,,Form
2028877598.jpg,0,,,,Form
2028880483.jpg,0,,,,Form
2028880868.jpg,0,,,,Form
2028991095.jpg,1,,,,Form
2029001293.jpg,0,,,,Form
2029021363.jpg,0,,,,Form
2029026039.jpg,0,,,,Form
2029041170_2029041171.jpg,0,,,Note,Form
2029087248.jpg,0,,,,Form
2029148403.jpg,0,,,,Form
2029148409.jpg,0,,,,Form
2029194944.jpg,0,,,,Form
2029196130.jpg,0,,,,Form
2029198211.jpg,1,,,,Form
2029200575.jpg,0,,,Memo,Form
2029205060.jpg,1,,,,Form
2029207880.jpg,1,,,,Form
2029212023_2024.jpg,1,,,,Form
2029221507.jpg,0,,,,Form
2029242669.jpg,1,,,,Form
2029272317.jpg,1,,,,Form
2030026388.jpg,0,,,Report,Form
2030033040.jpg,0,,,,Form
2030109097.jpg,0,,,,Form
2030113468.jpg,0,,,,Form
2030114328.jpg,0,,,,Form
2030119286.jpg,0,,,,Form
2030138503.jpg,0,,,,Form
2030139269.jpg,0,,,,Form
2030140207.jpg,0,,,,Form
2030146144.jpg,0,,,,Form
2030162652.jpg,0,,,,Form
2030164656.jpg,0,,Note,,Form
2030179917.jpg,0,,,,Form
2030190285.jpg,0,,,,Form
2030298543.jpg,0,,,,Form
2030305774.jpg,0,,,,Form
2030372552.jpg,0,,,,Form
2030455607.jpg,0,,,,Form
2030519092.jpg,0,,,Report,Form
2030521082.jpg,0,,,,Form
